window,cohort,feature,regime,signals,false_pct,runner_pct,median_mfe_r,median_mae_r,stopped_pct
2021,FRESH_POLICY_12H,HOTNESS,MID,4,25.0,25.0,1.2526219330821455,0.808093988752982,75.0
2021,FRESH_POLICY_12H,HOTNESS,HIGH,1,100.0,0.0,0.3864104644204486,0.8758637193530171,100.0
2022,CURRENT_12H,ADX,LOW,14,14.285714285714285,35.714285714285715,1.5668886340264692,0.6608841081250801,71.42857142857143
2022,CURRENT_12H,ADX,MID,8,37.5,25.0,0.7187643553578056,0.6650419848987643,87.5
2022,CURRENT_12H,ADX,HIGH,13,30.76923076923077,38.46153846153847,1.0755894497535816,0.8352201450704805,76.92307692307693
2022,CURRENT_12H,EMA50_SLOPE,LOW,14,14.285714285714285,35.714285714285715,1.5668886340264692,0.5084874433842934,71.42857142857143
2022,CURRENT_12H,EMA50_SLOPE,MID,9,44.44444444444444,22.22222222222222,0.5708869404423138,0.8198773752260944,88.88888888888889
2022,CURRENT_12H,EMA50_SLOPE,HIGH,12,25.0,41.66666666666667,0.8408138073509863,0.7646974997513161,75.0
2022,CURRENT_12H,HOTNESS,LOW,13,7.6923076923076925,38.46153846153847,1.6115523656960962,0.6081595406972713,69.23076923076923
2022,CURRENT_12H,HOTNESS,MID,7,57.14285714285714,28.57142857142857,0.374651813088606,0.8189142837042598,85.71428571428571
2022,CURRENT_12H,HOTNESS,HIGH,15,26.666666666666668,33.33333333333333,0.8935306270924699,0.8230942486851842,80.0
2022,CURRENT_FRESH,ADX,LOW,4,0.0,50.0,2.1925578748931343,0.6041194664436493,50.0
2022,CURRENT_FRESH,ADX,MID,2,50.0,0.0,0.7587192121580806,0.6451289767047443,100.0
2022,CURRENT_FRESH,ADX,HIGH,0,,,,,
2022,CURRENT_FRESH,EMA50_SLOPE,LOW,6,16.666666666666664,33.33333333333333,1.4873954079887075,0.6270750089430044,66.66666666666666
2022,CURRENT_FRESH,EMA50_SLOPE,MID,0,,,,,
2022,CURRENT_FRESH,EMA50_SLOPE,HIGH,0,,,,,
2022,CURRENT_FRESH,HOTNESS,LOW,4,0.0,50.0,2.1925578748931343,0.6041194664436493,50.0
2022,CURRENT_FRESH,HOTNESS,MID,2,50.0,0.0,0.7587192121580806,0.6451289767047443,100.0
2022,CURRENT_FRESH,HOTNESS,HIGH,0,,,,,
